1	1	1	0	0	0	69924	1	0	0	boldANML_100_Chordata
2	2	1	0	3	4.2903724043247e-05	69924	1	0	0	boldANML_100_Chordata
3	3	15	1.39738303399409	845	0.0120845489388479	69921	0.999957096275957	3	4.2903724043247e-05	boldANML_100_Chordata
4	4	176	3.91795264274393	7427	0.106215319489732	69076	0.987872547337109	848	0.0121274526628911	boldANML_100_Chordata
5	5	1114	5.74938831770157	519	0.00742234425948172	61649	0.881657227847377	8275	0.118342772152623	boldANML_100_Chordata
6	6	6776	7.70053656337646	2988	0.042732109147074	61130	0.874234883587895	8794	0.125765116412105	boldANML_100_Chordata
7	7	23638	9.25498307361217	58142	0.831502774440821	58142	0.831502774440821	11782	0.168497225559179	boldANML_100_Chordata
1	1	1	0	0	0	24561	1	0	0	boldANML_97_Chordata
2	2	1	0	2	8.14299092056512e-05	24561	1	0	0	boldANML_97_Chordata
3	3	14	1.49249283482932	245	0.00997516387769228	24559	0.999918570090794	2	8.14299092056512e-05	boldANML_97_Chordata
4	4	174	3.87404715379256	1924	0.0783355726558365	24314	0.989943406213102	247	0.0100565937868979	boldANML_97_Chordata
5	5	1090	5.8393068740876	344	0.014005944383372	22390	0.911607833557266	2171	0.0883921664427344	boldANML_97_Chordata
6	6	6420	7.91939003832252	1729	0.0703961565082855	22046	0.897601889173894	2515	0.102398110826106	boldANML_97_Chordata
7	7	17672	9.36760234991596	20317	0.827205732665608	20317	0.827205732665608	4244	0.172794267334392	boldANML_97_Chordata
1	1	1	0	0	0	29214	1	0	0	boldANML_98_Chordata
2	2	1	0	2	6.84603272403642e-05	29214	1	0	0	boldANML_98_Chordata
3	3	14	1.47882193472583	312	0.0106798110494968	29212	0.99993153967276	2	6.84603272403642e-05	boldANML_98_Chordata
4	4	174	3.86808391031028	2414	0.0826316149791196	28900	0.989251728623263	314	0.0107482713767372	boldANML_98_Chordata
5	5	1095	5.81437250175933	376	0.0128705415211885	26486	0.906620113644143	2728	0.0933798863558568	boldANML_98_Chordata
6	6	6563	7.88101459239352	1867	0.06390771547888	26110	0.893749572122955	3104	0.106250427877045	boldANML_98_Chordata
7	7	19396	9.39792983835541	24243	0.829841856644075	24243	0.829841856644075	4971	0.170158143355925	boldANML_98_Chordata
1	1	1	0	0	0	40312	1	0	0	boldANML_99_Chordata
2	2	1	0	3	7.44195276840643e-05	40312	1	0	0	boldANML_99_Chordata
3	3	14	1.4594868457518	454	0.0112621551895217	40309	0.999925580472316	3	7.44195276840643e-05	boldANML_99_Chordata
4	4	175	3.8821158171803	3720	0.0922802143282397	39855	0.988663425282794	457	0.0113365747172058	boldANML_99_Chordata
5	5	1105	5.76822480188572	460	0.0114109942448899	36135	0.896383210954554	4177	0.103616789045446	boldANML_99_Chordata
6	6	6677	7.79081254813797	2276	0.0564596150029768	35675	0.884972216709665	4637	0.115027783290335	boldANML_99_Chordata
7	7	21406	9.35019387999994	33399	0.828512601706688	33399	0.828512601706688	6913	0.171487398293312	boldANML_99_Chordata
1	1	1	0	0	0	169122	1	0	0	boldFull_100_Chordata
2	2	1	0	3	1.77386738567425e-05	169122	1	0	0	boldFull_100_Chordata
3	3	15	1.3051387292798	1259	0.00744433012854626	169119	0.999982261326143	3	1.77386738567425e-05	boldFull_100_Chordata
4	4	177	3.9317519029961	14108	0.0834190702569743	167860	0.992537931197597	1262	0.007462068802403	boldFull_100_Chordata
5	5	1138	5.68313097169808	1655	0.00978583507763626	153752	0.909118860940623	15370	0.0908811390593773	boldFull_100_Chordata
6	6	7390	7.61753658957904	6812	0.0402786154373766	152097	0.899333025862986	17025	0.100666974137014	boldFull_100_Chordata
7	7	29677	9.21855324356618	145285	0.85905441042561	145285	0.85905441042561	23837	0.14094558957439	boldFull_100_Chordata
1	1	1	0	0	0	32722	1	0	0	boldFull_97_Chordata
2	2	1	0	5	0.000152802395941568	32722	1	0	0	boldFull_97_Chordata
3	3	15	1.4430297965687	204	0.00623433775441599	32717	0.999847197604058	5	0.000152802395941568	boldFull_97_Chordata
4	4	176	3.81275312621391	2061	0.0629851476071145	32513	0.993612859849642	209	0.00638714015035756	boldFull_97_Chordata
5	5	1113	5.79474247853883	531	0.0162276144489946	30452	0.930627712242528	2270	0.069372287757472	boldFull_97_Chordata
6	6	7082	7.99033197337674	2083	0.0636574781492574	29921	0.914400097793533	2801	0.0855999022064666	boldFull_97_Chordata
7	7	22871	9.64661741654919	27838	0.850742619644276	27838	0.850742619644276	4884	0.149257380355724	boldFull_97_Chordata
1	1	1	0	0	0	37283	1	0	0	boldFull_98_Chordata
2	2	1	0	4	0.000107287503688008	37283	1	0	0	boldFull_98_Chordata
3	3	15	1.43856645563274	234	0.00627631896574846	37279	0.999892712496312	4	0.000107287503688008	boldFull_98_Chordata
4	4	176	3.81470449951077	2423	0.0649894053590108	37045	0.993616393530564	238	0.00638360646943647	boldFull_98_Chordata
5	5	1114	5.77828581569183	590	0.0158249067939812	34622	0.928626988171553	2661	0.0713730118284473	boldFull_98_Chordata
6	6	7140	7.96276718265423	2248	0.0602955770726605	34032	0.912802081377572	3251	0.0871979186224285	boldFull_98_Chordata
7	7	24172	9.65429066775557	31784	0.852506504304911	31784	0.852506504304911	5499	0.147493495695089	boldFull_98_Chordata
1	1	1	0	0	0	47762	1	0	0	boldFull_99_Chordata
2	2	1	0	6	0.000125622880113898	47762	1	0	0	boldFull_99_Chordata
3	3	15	1.42937463357825	313	0.00655332691260835	47756	0.999874377119886	6	0.000125622880113898	boldFull_99_Chordata
4	4	176	3.83242440198158	3344	0.0700138185168125	47443	0.993321050207278	319	0.00667894979272225	boldFull_99_Chordata
5	5	1120	5.75611249836098	691	0.0144675683597839	44099	0.923307231690465	3663	0.0766927683095348	boldFull_99_Chordata
6	6	7209	7.89709565208863	2660	0.0556928101838281	43408	0.908839663330681	4354	0.0911603366693187	boldFull_99_Chordata
7	7	25798	9.60987587907859	40748	0.853146853146853	40748	0.853146853146853	7014	0.146853146853147	boldFull_99_Chordata
